"","STCODE","ENTITY","SITECODE","WATERYEAR","DATE_TIME","LABNO","TYPE","INTERVAL","MEAN_LPS","Q_AREA_CM","QCODE","PH","PHCODE","COND","CONDCODE","ALK","ALKCODE","SSED","SSEDCODE","SI","SICODE","UTP","UTPCODE","TDP","TDPCODE","PARTP","PARTPCODE","PO4P","PO4PCODE","UTN","UTNCODE","TDN","TDNCODE","DON","DONCODE","PARTN","PARTNCODE","UTKN","UTKNCODE","TKN","TKNCODE","NH3N","NH3NCODE","NO3N","NO3NCODE","NA.","NACODE","K","KCODE","CA","CACODE","MG","MGCODE","SO4S","SO4SCODE","CL","CLCODE","DOC","DOCCODE","PVOL","PVOLCODE","ANCA","ANCACODE"
"937","CF002",1,"GSMACK",2019,2019-04-10 10:55:00,"6484","F",NA,NA,NA,"N",7.1,"A",NA,"N",11.32,"A",15.88,"A",5.87,"A",0.025,"A",0.007,"A",0.018,"D",0.008,"A",0.13,"A",0.09,"A",0.03,"D",0.04,"D",NA,"N",NA,"N",0.011,"A",0.051,"A",1.31,"A",0.27,"A",2.06,"A",0.74,"A",0.08,"A",0.51,"A",0.92,"A",21.8,"A",1.09,"D"
"938","CF002",1,"GSMACK",2019,2019-05-01 16:50:00,"6495","F",NA,NA,NA,"N",7.1,"A",NA,"N",11.27,"A",1.84,"A",5.71,"A",0.007,"A",0.005,"A",0.002,"D",0.007,"A",0.07,"A",0.07,"A",0.02,"D*",0,"D",NA,"N",NA,"N",0.007,"*",0.042,"A",1.26,"A",0.25,"A",2.02,"A",0.74,"A",0.08,"A",0.5,"A",0.78,"A",18.79,"A",1.11,"D*"
"939","CF002",1,"GSMACK",2019,2019-05-22 08:35:00,"6506","F",NA,NA,NA,"N",7.1,"A",NA,"N",14.02,"A",0.79,"A",7.1,"A",0.009,"A",0.006,"A",0.003,"D",0.009,"A",0.05,"A",0.04,"A",0.02,"D",0.01,"D",NA,"N",NA,"N",0.011,"A",0.012,"A",1.6,"A",0.37,"A",2.59,"A",0.97,"A",0.08,"A",0.54,"A",0.82,"A",8.58,"A",1.05,"D"
"940","CF002",1,"GSWS01",2003,2003-05-27 12:55:00,"0000","N",0,NA,94.9,"A",NA,"N",NA,"N",NA,"N",NA,"N",NA,"N",NA,"N",NA,"N",NA,"N",NA,"N",NA,"N",NA,"N",NA,"N",NA,"N",NA,"N",NA,"N",NA,"N",NA,"N",NA,"N",NA,"N",NA,"N",NA,"N",NA,"N",NA,"N",NA,"N",NA,"N",NA,"N"
"941","CF002",1,"GSWS01",2003,2003-06-16 10:35:00,"3079","F",19.9,4.3,0.77,"A",7.6,"A",47.7,"A",24.29,"A",1.36,"A",9.97,"A",0.029,"A",0.027,"A",0.002,"D",0.018,"A",0.08,"D",0.08,"D",0.05,"D",0,"D",0.07,"A",0.07,"A",0.022,"A",0.01,"A",2.9,"A",0.2,"A",5.36,"A",1.41,"A",0.19,"A",0.73,"A",NA,"N",10.372,"A",1.01,"D"
"942","CF002",1,"GSWS01",2003,2003-07-07 11:30:00,"3093","F",21.04,2.12,0.4,"A",7.6,"A",49.9,"A",26.04,"A",2.26,"A",10.13,"A",0.029,"A",0.028,"A",0.001,"D",0.017,"A",0.08,"D",0.07,"D",0.04,"D",0.01,"D",0.07,"A",0.06,"A",0.02,"A",0.008,"A",2.95,"A",0.22,"A",5.91,"A",1.19,"A",0.2,"A",0.52,"A",NA,"N",11.152,"A",1.04,"D"
"943","CF002",1,"GSWS01",2003,2003-07-28 10:15:00,"3107","P",20.95,0.62,0.12,"A",7.6,"A",56.1,"A",29.16,"A",1.71,"A",10.62,"A",0.03,"A",0.025,"A",0.005,"D",0.012,"A",0.08,"D",0.07,"D",0.05,"D",0.01,"D",0.07,"A",0.06,"A",0.008,"*",0.013,"A",3.21,"A",0.24,"A",6.59,"A",1.28,"A",0.19,"A",0.46,"A",NA,"N",10.665,"Q",1.05,"D"
"944","CF002",1,"GSWS01",2003,2003-08-19 08:15:00,"3122","P",21.92,0.25,0.05,"A",7.7,"A",61.1,"A",31.79,"A",5.75,"A",10.75,"A",0.031,"A",0.027,"A",0.004,"D",0.011,"A",0.13,"D",0.11,"D",0.05,"D",0.02,"D",0.09,"A",0.07,"A",0.016,"A",0.041,"A",3.76,"A",0.27,"A",7.14,"A",1.57,"A",0.2,"A",0.58,"A",NA,"N",6.856,"Q",1.02,"D"
"945","CF002",1,"GSWS01",2003,2003-09-09 10:15:00,"3140","P",21.08,0.31,0.06,"A",7.7,"A",71.6,"A",36.71,"A",374.94,"A",10.8,"A",0.076,"A",0.037,"A",0.039,"D",0.025,"A",0.39,"D",0.29,"D",0.09,"D",0.1,"D",0.21,"A",0.11,"A",0.02,"A",0.18,"A",3.92,"A",0.31,"A",8.7,"A",1.81,"A",0.25,"A",1.24,"A",1.23,"A",8.245,"Q",1.05,"D"
"946","CF002",1,"GSWS01",2003,2003-09-30 10:30:00,"3154","F",21.01,1.1,0.21,"A",7.6,"A",58.1,"A",29.54,"A",2.45,"A",10.65,"A",0.028,"A",0.026,"A",0.002,"D",0.019,"A",0.12,"D",0.11,"D",0.07,"D",0.01,"D",0.09,"A",0.08,"A",0.01,"*",0.03,"A",3.5,"A",0.23,"A",6.7,"A",1.39,"A",0.21,"A",0.93,"A",1.09,"A",10.817,"A",1.04,"D"
"947","CF002",1,"GSWS01",2004,2003-10-21 12:30:00,"3168","F",21.08,2.15,0.41,"A",7.6,"A",55.3,"A",27.04,"A",2.05,"A",10.31,"A",0.031,"A",0.027,"A",0.004,"D",0.017,"A",0.13,"D",0.15,"D",0.09,"D",0,"D",0.08,"A",0.1,"A",0.013,"A",0.051,"A",3.43,"A",0.22,"A",6.18,"A",1.39,"A",0.22,"A",0.93,"A",NA,"N",10.3,"A",1.01,"D"
"948","CF002",1,"GSWS01",2004,2003-11-12 13:30:00,"3183","F",22.04,1.87,0.37,"A",7.6,"A",52.9,"A",26.08,"A",2.47,"A",9.97,"A",0.024,"A",0.019,"A",0.005,"D",0.012,"A",0.09,"D",0.07,"D",0.05,"D",0.02,"D",0.08,"A",0.06,"A",0.014,"A",0.007,"A",3.17,"A",0.23,"A",6.5,"A",1.29,"A",0.25,"A",2.23,"A",NA,"N",10.057,"A",1.05,"D"
"949","CF002",1,"GSWS01",2004,2003-12-03 09:35:00,"3197","F",20.84,30.78,5.78,"A",7.4,"A",38.8,"A",17.25,"A",7.4,"A",8.48,"A",0.029,"A",0.025,"A",0.004,"D",0.015,"A",0.15,"D",0.15,"D",0.08,"D",0,"D",0.1,"A",0.1,"A",0.025,"A",0.046,"A",2.56,"A",0.18,"A",4.38,"A",0.83,"A",0.24,"A",1.39,"A",2.75,"A",10.544,"A",1,"D"
"950","CF002",1,"GSWS01",2004,2003-12-24 09:50:00,"3211","F",21.01,96.96,18.35,"A",7.4,"A",34.5,"A",16.21,"A",24.36,"A",8.52,"A",0.048,"A",0.03,"A",0.018,"D",0.02,"A",0.13,"D",0.1,"D",0.05,"D",0.03,"D",0.1,"A",0.07,"A",0.025,"A",0.029,"A",2.27,"A",0.18,"A",3.56,"A",0.71,"A",0.14,"A",0.92,"A",1.72,"A",14.992,"A",1.06,"D"
"951","CF002",1,"GSWS01",2004,2004-01-13 14:20:00,"3225","F",20.19,75.83,13.79,"A",7.4,"A",32.7,"A",16.12,"A",162.57,"A",8.6,"A",0.036,"A",0.03,"A",0.006,"D",0.022,"A",0.08,"D",0.09,"D",0.06,"D",0,"D",0.06,"A",0.07,"A",0.014,"A",0.018,"A",2.16,"A",0.17,"A",3.41,"A",0.68,"A",0.14,"A",0.82,"A",NA,"N",13.792,"A",1.1,"D"
"952","CF002",1,"GSWS01",2004,2004-02-03 14:00:00,"3239","F",20.99,152.23,28.78,"A",7.4,"A",32.2,"A",16.08,"A",5.97,"A",8.56,"A",0.04,"A",0.034,"A",0.006,"D",0.025,"A",0.07,"D",0.07,"D",0,"D",0,"D",0.06,"A",0.06,"A",0.067,"A",0.01,"A",2.05,"A",0.17,"A",3.36,"A",0.69,"A",0.14,"A",0.66,"A",1.23,"A",20.92,"A",1.09,"D"
"953","CF002",1,"GSWS01",2004,2004-02-24 13:40:00,"3254","F",20.99,64.17,12.13,"A",7.4,"A",33.7,"A",17.12,"A",38.63,"A",8.71,"A",0.038,"A",0.034,"A",0.004,"D",0.025,"A",0.07,"D",0.04,"D",0,"D",0.03,"D",0.06,"A",0.03,"A",0.028,"A",0.009,"A",2.16,"A",0.16,"A",3.55,"A",1.05,"A",0.14,"A",0.65,"A",0.96,"A",12.924,"A",1.02,"D"
"954","CF002",1,"GSWS01",2004,2004-03-16 16:10:00,"3272","F",21.1,39.39,7.49,"A",7.4,"A",36.6,"A",18.04,"A",2.93,"A",8.82,"A",0.032,"A",0.027,"A",0.005,"D",0.02,"A",0.05,"D",0.05,"D",0.04,"D",0,"D",0.05,"A",0.05,"A",0.007,"*",0.002,"A",2.33,"A",0.17,"A",3.98,"A",0.89,"A",0.05,"A",0.75,"A",NA,"N",10.734,"A",1.02,"D"
"955","CF002",1,"GSWS01",2004,2004-04-06 12:50:00,"3287","F",20.86,11.38,2.14,"A",7.4,"A",42.8,"A",20.21,"A",3.23,"A",8.92,"A",0.039,"A",0.045,"A",0,"D",0.023,"A",0.11,"D*",0.08,"D*",0.02,"D",0.03,"D",0.11,"A",0.08,"A",0.059,"A",0,"*",2.53,"A",0.22,"A",4.31,"A",1.09,"A",0.19,"A",0.6,"A",1.35,"A",11.058,"A",1.02,"D*"
"956","CF002",1,"GSWS01",2004,2004-04-27 12:25:00,"3302","F",20.98,24.13,4.56,"A",7.4,"A",40.5,"A",20.5,"A",4.26,"A",8.88,"A",0.041,"A",0.03,"A",0.011,"D",0.02,"A",0.08,"D",0.06,"D",NA,"N",0.02,"D",0.07,"A",0.05,"A",NA,"N",0.006,"A",2.49,"A",0.18,"A",4.58,"A",1.19,"A",0.19,"A",0.63,"A",1.26,"A",11.933,"A",NA,"N"
"957","CF002",1,"GSWS01",2004,2004-05-18 11:15:00,"3317","F",20.95,7.96,1.5,"A",7.5,"A",43.4,"A",21.58,"A",3.49,"A",9.37,"A",0.03,"A",0.026,"A",0.004,"D",0.017,"A",0.07,"D",0.06,"D",0.04,"D",0.01,"D",0.07,"A",0.06,"A",0.016,"A",0.004,"A",2.7,"A",0.18,"A",4.64,"A",1.29,"A",0.2,"A",0.68,"A",NA,"N",9.764,"A",1.01,"D"
"958","CF002",1,"GSWS01",2004,2004-06-08 13:10:00,"3332","F",21.08,21.12,4.01,"A",7.5,"A",43.8,"A",22.5,"A",3.74,"A",9.12,"A",0.044,"A",0.029,"A",0.015,"D",0.017,"A",0.1,"D",0.06,"D",0.04,"D",0.04,"D",0.09,"A",0.05,"A",0.014,"A",0.011,"A",2.6,"A",0.17,"A",4.72,"A",1.09,"A",0.2,"A",0.56,"A",1.36,"A",12.385,"A",1.08,"D"
"959","CF002",1,"GSWS01",2004,2004-06-28 12:55:00,"3348","F",19.99,11.67,2.1,"A",7.6,"A",46.6,"A",24.17,"A",8.1,"A",9.53,"A",0.035,"A",0.034,"A",0.001,"D",0.016,"A",0.1,"D",0.07,"D",0.02,"D",0.03,"D",0.09,"A",0.06,"A",0.036,"A",0.007,"A",2.83,"A",0.19,"A",5.24,"A",1.21,"A",0.18,"A",0.6,"A",1.29,"A",10.576,"A",1.04,"D"
"960","CF002",1,"GSWS01",2004,2004-07-20 11:04:00,"3362","F",21.92,2.89,0.57,"A",7.6,"A",51.6,"A",26.21,"A",4.35,"A",10.2,"A",0.044,"A",0.037,"A",0.007,"D",0.033,"A",0.14,"D",0.08,"D",0.04,"D",0.06,"D",0.13,"A",0.07,"A",0.031,"A",0.007,"A",3.11,"A",0.21,"A",5.82,"A",1.38,"A",0.18,"A",1.49,"A",0.98,"A",10.263,"A",1.06,"D"
"961","CF002",1,"GSWS01",2004,2004-08-10 16:50:00,"3376","N",21.24,1.05,0.2,"E",NA,"N",NA,"N",NA,"N",NA,"N",NA,"N",NA,"N",NA,"N",NA,"N",NA,"N",NA,"N",NA,"N",NA,"N",NA,"N",NA,"N",NA,"N",NA,"N",NA,"N",NA,"N",NA,"N",NA,"N",NA,"N",NA,"N",NA,"N",NA,"N",NA,"N",NA,"N"
"962","CF002",1,"GSWS01",2004,2004-08-31 09:58:00,"3390","P",20.71,2.41,0.45,"A",7.6,"A",57.5,"A",28.91,"A",9.85,"A",10.6,"A",0.045,"A",0.031,"A",0.014,"D",0.016,"A",0.2,"D",0.16,"D",0.09,"D",0.04,"D",0.14,"A",0.1,"A",0.014,"A",0.057,"A",3.44,"A",0.31,"A",6.82,"A",1.57,"A",0.18,"A",0.93,"A",1.83,"A",8.186,"Q",0.99,"D"
"963","CF002",1,"GSWS01",2004,2004-09-21 12:35:00,"3408","F",21.11,3.79,0.72,"A",7.6,"A",57.1,"A",27.91,"A",5.26,"A",10.32,"A",0.041,"A",0.034,"A",0.007,"D",0.018,"A",0.17,"D",0.11,"D",0.06,"D",0.06,"D",0.14,"A",0.08,"A",0.018,"A",0.028,"A",3.38,"A",0.27,"A",6.13,"A",1.55,"A",0.2,"A",0.95,"A",1.66,"A",10.836,"A",1.02,"D"
"964","CF002",1,"GSWS01",2005,2004-10-14 08:45:00,"3422","F",22.84,2.18,0.45,"A",7.6,"A",55.7,"A",27.25,"A",3.71,"A",10.02,"A",0.042,"A",0.032,"A",0.01,"D",0.016,"A",0.13,"D",0.07,"D",0.06,"D",0.06,"D",0.13,"A",0.07,"A",0.015,"A",0.003,"A",3.17,"A",0.25,"A",6.01,"A",1.59,"A",0.21,"A",0.95,"A",1.53,"A",12.3,"A",1.02,"D"
"965","CF002",1,"GSWS01",2005,2004-11-02 13:15:00,"3436","F",19.19,8.16,1.41,"A",7.5,"A",48.9,"A",23.92,"A",67.78,"A",9.28,"A",0.083,"A",0.038,"A",0.045,"D",0.022,"A",0.34,"D",0.15,"D",0.11,"D",0.19,"D",0.33,"A",0.14,"A",0.03,"A",0.014,"A",2.91,"A",0.23,"A",5.49,"A",1.37,"A",0.24,"A",0.92,"A",2.41,"A",10.362,"A",1,"D"
"966","CF002",1,"GSWS01",2005,2004-11-22 16:20:00,"3450","F",20.13,7.62,1.38,"A",7.6,"A",46.4,"A",23.04,"A",97.71,"A",8.95,"A",0.026,"A",0.026,"A",0,"D",0.013,"A",0.09,"D",0.08,"D",0.06,"D",0.01,"D",0.08,"A",0.07,"A",0.01,"*",0.006,"A",2.69,"A",0.17,"A",5.17,"A",1.3,"A",0.24,"A",0.87,"A",1.77,"A",10.729,"A",1.03,"D"
"967","CF002",1,"GSWS01",2005,2004-12-14 13:55:00,"3464","F",21.9,58.08,11.46,"A",7.3,"A",39.2,"A",18.83,"A",13.46,"A",8.54,"A",0.04,"A",0.026,"A",0.014,"D",0.016,"A",0.14,"D",0.11,"D",0.08,"D",0.03,"D",0.12,"A",0.09,"A",0.011,"A",0.022,"A",2.39,"A",0.19,"A",4.36,"A",0.54,"A",0.24,"A",0.77,"A",2.18,"A",14.421,"A",1.12,"D"
"968","CF002",1,"GSWS01",2005,2005-01-04 13:45:00,"3479","F",20.99,17.5,3.31,"A",7.5,"A",40.4,"A",19.87,"A",137.63,"A",9.05,"A",0.028,"A",0.022,"A",0.006,"D",0.016,"A",0.08,"D",0.07,"D",0.04,"D",0.01,"D",0.06,"A",0.05,"A",0.011,"A",0.019,"A",2.52,"A",0.17,"A",4.49,"A",0.57,"A",0.19,"A",0.77,"A",1.41,"A",11.3,"A",1.12,"D"
"969","CF002",1,"GSWS01",2005,2005-01-25 14:20:00,"3493","F",21.02,29.56,5.6,"A",7.4,"A",38.8,"A",18.87,"A",6.27,"A",8.92,"A",0.031,"A",0.029,"A",0.002,"D",0.017,"A",0.09,"D",0.09,"D",0.05,"D",0,"D",0.06,"A",0.06,"A",0.013,"A",0.031,"A",2.37,"A",0.16,"A",4.31,"A",0.5,"A",0.19,"A",0.71,"A",1.62,"A",11.818,"A",1.13,"D"
"970","CF002",1,"GSWS01",2005,2005-02-15 13:55:00,"3507","F",20.98,15.12,2.86,"A",7.5,"A",41.8,"A",20.25,"A",2.99,"A",8.96,"A",0.033,"A",0.025,"A",0.008,"D",0.018,"A",0.12,"D",0.09,"D",0.03,"D",0.03,"D",0.08,"A",0.05,"A",0.016,"A",0.035,"A",2.49,"A",0.16,"A",4.56,"A",0.58,"A",0.19,"A",0.7,"A",1.42,"A",11.308,"A",1.13,"D"
"971","CF002",1,"GSWS01",2005,2005-03-08 13:40:00,"3525","F",20.99,16.23,3.07,"A",7.5,"A",41.5,"A",20.12,"A",9.02,"A",9.11,"A",0.034,"A",0.025,"A",0.009,"D",0.019,"A",0.11,"D",0.09,"D",0.05,"D",0.02,"D",0.08,"A",0.06,"A",0.014,"A",0.029,"A",2.51,"A",0.16,"A",4.58,"A",0.61,"A",0.18,"A",0.69,"A",1.17,"A",11.308,"A",1.11,"D"
"972","CF002",1,"GSWS01",2005,2005-03-29 13:50:00,"3539","F",21.01,47.97,9.08,"A",7.4,"A",43.1,"A",20.67,"A",14.28,"A",8.83,"A",0.046,"A",0.034,"A",0.012,"D",0.021,"A",0.23,"D",0.14,"D",0.06,"D",0.09,"D",0.19,"A",0.1,"A",0.043,"A",0.041,"A",2.59,"A",0.19,"A",4.77,"A",0.63,"A",0.17,"A",0.61,"A",1.49,"A",13.919,"A",1.09,"D"
"973","CF002",1,"GSWS01",2005,2005-04-19 13:05:00,"3554","F",20.97,49.13,9.28,"A",7.5,"A",39.7,"A",19.92,"A",324.72,"A",9.18,"A",0.047,"A",0.033,"A",0.014,"D",0.022,"A",0.1,"D",0.06,"D",0.03,"D",0.04,"D",0.08,"A",0.04,"A",0.013,"A",0.015,"A",2.45,"A",0.18,"A",4.36,"A",0.56,"A",0.12,"A",0.77,"A",1.24,"A",11.865,"A",1.15,"D"
"974","CF002",1,"GSWS01",2005,2005-05-10 14:00:00,"3568","F",21.04,18.26,3.46,"A",7.5,"A",46.6,"A",23.08,"A",127.33,"A",9.4,"A",0.048,"A",0.029,"A",0.019,"D",0.019,"A",0.35,"D",0.08,"D",0.04,"D",0.27,"D",0.34,"A",0.07,"A",0.031,"A",0.012,"A",2.73,"A",0.2,"A",5.05,"A",0.83,"A",0.15,"A",0.59,"A",1.36,"A",11.982,"A",1.1,"D"
"975","CF002",1,"GSWS01",2005,2005-05-31 12:30:00,"3583","F",20.94,36.33,6.85,"A",7.6,"A",45.5,"A",23.12,"A",43.94,"A",9.54,"A",0.043,"A",0.035,"A",0.008,"D",0.02,"A",0.11,"A",0.1,"A",0.07,"D",0.01,"D",NA,"N",NA,"N",0.019,"A",0.014,"A",2.61,"A",0.18,"A",4.95,"A",0.84,"A",0.12,"A",0.61,"A",1.23,"A",12.417,"A",1.12,"D"
"976","CF002",1,"GSWS01",2005,2005-06-23 07:45:00,"3598","F",22.8,16.37,3.36,"A",7.6,"A",48.4,"A",24.87,"A",363.16,"A",9.77,"A",0.053,"A",0.04,"A",0.013,"D",0.018,"A",0.21,"A",0.08,"A",0.05,"D",0.13,"D",NA,"N",NA,"N",0.02,"A",0.008,"A",2.9,"A",0.2,"A",0.08,"A",1.43,"A",0.14,"A",0.55,"A",1.24,"A",12.584,"A",2.06,"D"
"977","CF002",1,"GSWS01",2005,2005-07-11 13:20:00,"3613","F",18.23,5.66,0.93,"E",7.6,"A",53.5,"A",27.12,"A",36.71,"A",10.13,"A",0.057,"A",0.039,"A",0.018,"D",0.015,"A",0.23,"A",0.07,"A",0.04,"D",0.16,"D",NA,"N",NA,"N",0.029,"A",0.003,"A",3.17,"A",0.21,"A",5.86,"A",1.63,"A",0.16,"A",0.55,"A",1.09,"A",10.294,"A",1,"D"
"978","CF002",1,"GSWS01",2005,2005-08-03 08:15:00,"3628","F",22.79,2.38,0.49,"A",7.7,"A",57.2,"A",29.21,"A",7.83,"A",NA,"N",0.044,"A",0.034,"A",0.01,"D",0.016,"A",0.13,"A",0.07,"A",0.02,"D",0.06,"D",NA,"N",NA,"N",0.028,"A",0.024,"A",3.4,"A",0.21,"A",6.67,"A",1.7,"A",0.15,"A",0.55,"A",1.04,"A",12.79,"A",0.97,"D"
"979","CF002",1,"GSWS01",2005,2005-08-23 09:51:00,"3647","P",20.07,0.82,0.15,"A",7.8,"A",67.6,"A",34.62,"A",1.53,"A",10.73,"A",0.039,"A",0.037,"A",0.002,"D",0.017,"A",0.16,"A",0.14,"A",0.07,"D",0.02,"D",NA,"N",NA,"N",0.011,"A",0.064,"A",3.69,"A",0.49,"A",7.62,"A",1.45,"A",0.17,"A",0.58,"A",1.1,"A",6.044,"Q",1.08,"D"
"980","CF002",1,"GSWS01",2005,2005-09-12 13:00:00,"3662","F",20.13,0.76,0.14,"A",7.8,"A",75.1,"A",38.66,"A",1.76,"A",10.82,"A",0.039,"A",0.035,"A",0.004,"D",0.02,"A",0.15,"A",0.14,"A",0.05,"D",0.01,"D",NA,"N",NA,"N",0.026,"A",0.061,"A",3.76,"A",1,"A",9.51,"A",1.46,"A",0.19,"A",0.6,"A",1.07,"A",9.923,"A",1.03,"D"
"981","CF002",1,"GSWS01",2006,2005-10-04 07:40:00,"3677","F",21.78,1.67,0.33,"A",7.8,"A",82.1,"A",40.96,"A",4.61,"A",10.3,"A",0.051,"A",0.048,"A",0.003,"D",0.034,"A",0.2,"A",0.15,"A",0.05,"D",0.05,"D",NA,"N",NA,"N",0.028,"A",0.068,"A",3.61,"A",1.35,"A",10.86,"A",1.38,"A",0.21,"A",1,"A",1.32,"A",10.853,"A",1.02,"D"
"982","CF002",1,"GSWS01",2006,2005-10-25 10:05:00,"3692","F",21.1,1.84,0.35,"E",7.6,"A",59.2,"A",29.08,"A",12.04,"A",9.99,"A",0.047,"A",0.026,"A",0.021,"D",0.016,"A",0.18,"A",0.1,"A",0.07,"D",0.08,"D",NA,"N",NA,"N",0.017,"A",0.015,"A",3.36,"A",0.34,"A",6.75,"A",1.38,"A",0.21,"A",1.05,"A",1.5,"A",10.024,"A",1.03,"D"
"983","CF002",1,"GSWS01",2006,2005-11-15 14:15:00,"3708","F",21.17,30.89,5.89,"A",8.4,"A",36.5,"A",18.67,"A",12.98,"A",8.91,"A",0.026,"A",0.022,"A",0.004,"D",0.014,"A",0.2,"A",0.16,"A",0.09,"D",0.04,"D",NA,"N",NA,"N",0.019,"A",0.051,"A",2.8,"A",0.23,"A",5.01,"A",0.99,"A",0.21,"A",1.08,"A",2.68,"A",11.004,"A",0.92,"D"
"984","CF002",1,"GSWS01",2006,2005-12-06 16:15:00,"3723","F",21.08,39.7,7.54,"A",7.4,"A",40,"A",19.62,"A",6.47,"A",8.84,"A",0.028,"A",0.023,"A",0.005,"D",0.015,"A",0.07,"A",0.07,"A",0.05,"D",0,"D",NA,"N",NA,"N",0.01,"*",0.007,"A",2.47,"A",0.16,"A",4.39,"A",0.85,"A",0.16,"A",0.97,"A",1.73,"A",10.909,"A",1.08,"D"
"985","CF002",1,"GSWS01",2006,2005-12-27 14:05:00,"3738","F",20.91,50.86,9.58,"A",7.5,"A",36.8,"A",17.79,"A",5.02,"A",8.96,"A",0.038,"A",0.029,"A",0.009,"D",0.018,"A",0.09,"A",0.1,"A",0.07,"D",0,"D",NA,"N",NA,"N",0.014,"A",0.012,"A",2.38,"A",0.16,"A",3.99,"A",0.76,"A",0.15,"A",1.08,"A",1.57,"A",12.263,"A",1.07,"D"
"986","CF002",1,"GSWS01",2006,2006-01-19 14:00:00,"3753","P",23,243.47,50.44,"A",7.3,"A",33,"A",16.08,"A",212.71,"A",8.48,"A",0.135,"Q",0.035,"A",0.1,"DQ",0.026,"A",0.35,"A",0.06,"A",0.05,"D",0.29,"D",NA,"N",NA,"N",0.006,"*",0.004,"A",2.05,"A",0.22,"A",3.65,"A",0.66,"A",0.09,"A",0.7,"A",1.48,"A",27.517,"Q",1.05,"D"
"987","CF002",1,"GSWS01",2006,2006-02-07 15:15:00,"3768","F",19.05,135.01,23.17,"A",7.3,"A",32.6,"A",16.75,"A",6.04,"A",8.72,"A",0.039,"A",0.034,"A",0.005,"D",0.022,"A",0.06,"A",0.05,"A",0.04,"D*",0.01,"D",NA,"N",NA,"N",0.014,"A",0.001,"*",2.08,"A",0.18,"A",3.44,"A",0.67,"A",0.1,"A",0.66,"A",1.16,"A",16.034,"A",1.12,"D*"
"988","CF002",1,"GSWS01",2006,2006-02-27 15:05:00,"3788","F",19.99,18.26,3.29,"A",7.4,"A",36,"A",18.17,"A",42.86,"A",8.96,"A",0.035,"Q",0.029,"A",0.006,"DQ",0.019,"A",0.05,"A",0.04,"A",0.03,"D*",0.01,"D",NA,"N",NA,"N",0.007,"*",0.001,"*",2.61,"A",0.18,"A",3.76,"A",0.78,"A",0.14,"A",0.72,"A",1.02,"A",10.087,"A",1.06,"D*"
"989","CF002",1,"GSWS01",2006,2006-03-20 16:55:00,"3803","F",21.08,33.13,6.29,"A",7.4,"A",34.7,"A",17.08,"A",94.93,"A",8.77,"A",0.04,"A",0.029,"A",0.011,"D",0.02,"A",0.11,"A",0.04,"A",0.03,"D",0.07,"D",NA,"N",NA,"N",0.009,"*",0.004,"A",2.19,"A",0.17,"A",3.49,"A",0.72,"A",0.17,"A",0.73,"A",1.29,"A",10.721,"A",1.12,"D"
"990","CF002",1,"GSWS01",2006,2006-04-11 13:45:00,"3818","F",21.87,27.55,5.43,"A",7.4,"A",37,"A",18.46,"A",14.38,"A",8.98,"A",0.041,"A",0.031,"A",0.01,"D",0.018,"A",0.11,"A",0.04,"A",0.03,"D*",0.07,"D",NA,"N",NA,"N",0.009,"*",0,"*",2.33,"A",0.19,"A",3.63,"A",0.81,"A",0.14,"A",0.92,"A",1.14,"A",11.077,"A",1.14,"D*"
"991","CF002",1,"GSWS01",2006,2006-05-02 10:30:00,"3834","F",20.86,19.26,3.62,"A",7.5,"A",40.3,"A",19.67,"A",62.31,"A",9.05,"A",0.049,"A",0.029,"A",0.02,"D",0.018,"A",0.11,"A",0.08,"A",0.06,"D*",0.03,"D",NA,"N",NA,"N",0.02,"A",0.001,"*",2.53,"A",0.21,"A",4.06,"A",1.11,"A",0.16,"A",0.64,"A",1.24,"A",10.67,"A",1.03,"D*"
"992","CF002",1,"GSWS01",2006,2006-05-24 12:35:00,"3849","F",22.09,5.32,1.06,"A",7.5,"A",44.7,"A",22.25,"A",175.73,"A",9.56,"A",0.063,"A",0.036,"A",0.027,"D",0.019,"A",0.13,"A",0.06,"A",0.02,"D",0.07,"D",NA,"N",NA,"N",0.034,"A",0.004,"A",2.84,"A",0.21,"A",4.52,"A",1.07,"A",0.19,"A",0.66,"A",1.14,"A",10.598,"A",1.07,"D"
"993","CF002",1,"GSWS01",2006,2006-06-13 11:10:00,"3864","P",19.94,10.02,1.8,"A",7.5,"A",46.1,"A",23.08,"A",32.53,"A",9.42,"A",0.066,"A",0.037,"A",0.029,"D",0.022,"A",0.23,"A",0.12,"A",0.08,"D",0.11,"D",NA,"N",NA,"N",0.031,"A",0.012,"A",2.9,"A",0.21,"A",4.98,"A",1.17,"A",0.2,"A",0.64,"A",1.71,"A",7.905,"Q",1.03,"D"
"994","CF002",1,"GSWS01",2006,2006-07-05 09:25:00,"3879","F",21.93,3.28,0.65,"A",7.6,"A",51.4,"A",25.17,"A",15.33,"A",10.18,"A",0.047,"A",0.03,"A",0.017,"D",0.017,"A",0.16,"A",0.07,"A",0.05,"D",0.09,"D",NA,"N",NA,"N",0.014,"A",0.008,"A",3.02,"A",0.24,"A",5.4,"A",1.34,"A",0.2,"A",0.62,"A",1.21,"A",10.698,"A",1.03,"D"
