ws,wy,dt,lnb,q.cm,ph.,cnd.us_s,alk.mg_l,sed.mg_l,slc.mg_l,upt.,tdp.,partp.,pop.,utn.,tdm.,don.mg_l,ptn.mg_l,utk,tkn,nhn.mg_l,non.mg_l,sod.mg_l,pot.mg_l,cal.mg_l,mg.mg_l,sos.mg_l,chl.mg_l,doc.mg_l,pvol,anca
GSWS01,2017,42745.70139,6056,11.53,7.6,35.2,17.12,3.68,8.75,0.031,0.029,0.002,0.028,0.04,0.03,0.01,0.01,,,0.006,0.01,2.2,0.16,3.82,0.84,0.14,0.78,1.07,8.04,1.05
GSWS01,2017,42766.62847,6067,9.85,7.5,34.7,17.3,1.92,8.54,0.03,0.03,0,0.029,0.04,0.06,0.04,0,,,0.007,0.012,2.23,0.16,3.77,0.84,0.14,0.76,1.03,9.19,1.06
GSWS01,2017,42787.71875,6078,15.42,7.4,34.6,17.23,5.18,8.3,0.034,0.029,0.005,0.032,0.06,0.04,0.02,0.02,,,0.007,0.012,2.19,0.17,3.82,0.84,0.13,0.68,1.09,11.07,1.04
GSWS01,2017,42808.58681,6089,23.45,7.5,33.8,16.62,11.83,8.2,0.041,0.03,0.011,0.031,0.07,0.04,0.02,0.03,,,0.008,0.009,2.1,0.17,3.63,0.8,0.13,0.64,0.98,9.5,1.05
GSWS01,2017,42829.5625,6100,15.42,7.5,35.6,17.24,7.31,8.39,0.03,0.028,0.002,0.029,0.03,0.04,0.03,0,,,0.007,0.005,2.25,0.17,4.03,0.88,0.12,0.58,0.99,10.59,0.99
GSWS01,2017,42850.68403,6111,7.83,7.6,38.6,18.97,6.98,8.83,0.031,0.029,0.002,0.029,0.1,0.1,0.05,0,,,0.042,0.01,2.37,0.19,4.31,0.95,0.15,0.57,1.06,8.5,1.01
GSWS01,2017,42871.6875,6122,8,7.3,42.3,20.2,8.1,8.9,0.155,0.117,0.038,0.109,0.62,0.39,0.13,0.23,,,0.258,0.003,2.46,0.29,4.89,0.98,0.17,0.64,1.19,9.1,0.97
GSWS01,2017,42892.70139,6133,3.54,7.6,41.5,20.63,4.77,9.56,0.028,0.025,0.003,0.024,0.04,0.03,0.02,0.01,,,0.012,0.001,2.58,0.19,4.68,1.02,0.16,0.65,0.89,8.08,1.02
GSWS01,2017,42913.46181,6144,0.97,7.5,45.6,21.57,2.52,9.55,0.026,0.024,0.002,0.022,0.07,0.06,0.04,0.01,,,0.023,0.001,2.71,0.2,4.99,1.14,0.19,0.89,1.19,4.47,1.01
GSWS01,2017,42935.27778,6155,0.44,7.6,51.8,26.29,1.36,10.45,0.028,0.027,0.001,0.025,0.08,0.09,0.04,0,,,0.047,0.007,3.07,0.23,5.59,1.26,0.21,0.58,0.83,8.5,1.06
GSWS01,2017,42955.49653,6166,0.16,7.6,55.2,28.46,0.94,10.91,0.036,0.028,0.008,0.024,0.12,0.12,0.07,0,,,0.024,0.031,3.32,0.25,6.28,1.37,0.21,0.58,0.89,7.6,1.04
GSWS01,2017,42976.63542,6177,0.1,7.6,58.3,29.44,1.54,11.17,0.026,0.021,0.005,0.022,0.12,0.09,0.03,0.03,,,0.023,0.033,3.52,0.26,6.19,1.41,0.2,0.6,0.9,2.13,1.06
GSWS01,2017,42997.55556,6188,0.2,7.6,60.5,33.29,1.87,10.6,0.027,0.024,0.003,0.023,0.1,0.08,0.04,0.02,,,0.021,0.022,3.46,0.28,6.87,1.5,0.2,0.66,1.05,7.97,1.12
GSWS01,2018,43019.60764,6199,0.94,7.5,50.1,24.34,0,9.43,0.022,0.02,0.002,0.017,0.05,0.06,0.05,0,,,0.013,0.001,2.85,0.21,5.62,1.2,0.25,1.22,1.34,7.98,1.06
GSWS01,2018,43039.70486,6210,7.41,7.3,40.1,20.56,8.15,8.4,0.028,0.022,0.006,0.021,0.11,0.11,0.08,0,,,0.021,0.01,2.51,0.19,4.62,1.01,0.19,0.89,1.82,8.71,1.05
GSWS01,2018,43059.65625,6221,8.06,7.4,37.9,19.42,2.07,8.42,0.028,0.024,0.004,0.023,0.05,0.05,0.04,0,,,0.008,0.004,2.39,0.18,4.38,0.98,0.17,0.79,1.66,8.45,1.04
GSWS01,2018,43081.60069,6232,12.09,7.6,,19.45,7.22,9.06,0.029,0.025,0.004,0.025,0.05,0.03,0.02,0.02,,,0.008,0.007,2.35,0.16,4.32,0.95,0.14,0.71,1.12,9.8,1.05
GSWS01,2018,43102.70486,6243,6.15,7.5,,18.82,9.79,9.23,0.028,0.023,0.005,0.023,0.07,0.04,0.03,0.03,,,0.012,0.003,2.35,0.16,4.25,0.91,0.17,0.67,1.3,6.13,1.04
GSWS01,2018,43124.6875,6254,9.15,7.3,,20.8,9.52,9.01,0.035,0.025,0.01,0.024,0.07,0.05,0.03,0.02,,,0.011,0.006,2.42,0.16,4.48,0.93,0.15,0.67,1.18,9.04,1.09
GSWS01,2018,43144.64583,6265,11,7.4,,19.86,9.51,9.03,0.032,0.031,0.001,0.026,0.05,0.05,0.04,0,,,0.007,0.001,2.3,0.17,4.06,0.94,0.12,0.66,1.05,7.73,1.11
GSWS01,2018,43164.70486,6276,6.34,7.4,,18.34,1.69,8.79,0.029,0.026,0.003,0.026,0.05,0.04,0.02,0.01,,,0.012,0.008,2.25,0.15,4.11,0.89,0.16,0.67,1.25,7.8,1.05
GSWS01,2018,43186.69097,6287,10.87,7.4,,18.28,2.93,9.12,0.033,0.028,0.005,0.027,0.03,0.03,0.01,0,,,0.014,0.002,2.3,0.17,4.01,0.87,0.13,0.63,1.01,9.28,1.04
GSWS01,2018,43207.67708,6298,10.1,7.4,,19.24,3.56,9.2,0.037,0.034,0.003,0.033,0.12,0.09,0.03,0.03,,,0.055,0.008,2.32,0.19,4.29,0.93,0.14,0.59,1.1,9.16,1.03
GSWS01,2018,43228.64583,6309,4.19,7.5,,21.13,3.44,9.5,0.029,0.026,0.003,0.025,0.05,0.04,0.03,0.01,,,0.013,0.002,2.61,0.19,5.06,1.03,0.15,0.63,0.82,8.1,0.99
GSWS01,2018,43249.625,6320,0.99,7.5,,23.98,4.41,9.88,0.029,0.023,0.006,0.021,0.07,0.04,0.03,0.03,,,0.015,0,2.92,0.2,5.31,1.15,0.2,0.65,0.86,7.69,1.04
GSWS01,2018,43270.30208,6331,0.64,7.4,,25.07,6.96,9.87,0.031,0.022,0.009,0.021,0.09,0.06,0.05,0.03,,,0.014,0.001,2.9,0.21,5.51,1.24,0.21,0.65,0.93,7.9,1.05
GSWS01,2018,43291.78819,6342,0.34,7.6,,26.75,1.24,10.28,0.025,0.021,0.004,0.02,0.07,0.05,0.02,0.02,,,0.025,0.002,3.2,0.23,6.21,1.38,0.21,1.39,0.89,7.94,1.03
GSWS01,2018,43313.57292,6353,0.12,7.6,,28.33,0.84,10.91,0.021,0.019,0.002,0.017,0.07,0.06,0.03,0.01,,,0.027,0.007,3.42,0.23,6.83,1.48,0.2,1.97,0.78,5.7,1.03
GSWS01,2018,43333.48264,6364,0.06,7.5,,28.99,0.5,10.9,0.021,0.017,0.004,0.016,0.15,0.09,0.03,0.06,,,0.024,0.037,3.8,0.3,7.9,1.76,0.19,4.91,0.8,7.34,1.03
GSWS01,2018,43354.35069,6375,0.06,7.6,,30.36,0.38,10.7,0.023,0.022,0.001,0.02,0.09,0.08,0.02,0.01,,,0.015,0.042,3.64,0.25,7.27,1.65,0.21,2.44,0.77,7.96,1.04
GSWS01,2019,43375.59375,6386,,7.5,,30.06,0.42,10.6,0.024,0.02,0.004,0.02,0.07,0.05,0.02,0.02,,,0.022,0.009,3.47,0.24,6.78,1.56,0.24,1.13,0.71,7.75,1.04
GSWS01,2019,43396.73958,6397,,7.5,,41.37,1.31,10.4,0.02,0.019,0.001,0.021,0.04,0.06,0.04,0,,,0.014,0.006,3.43,0.24,6.43,1.47,0.26,1.11,0.97,7.92,1.47
GSWS01,2019,43417.64583,6408,,7.4,,24.59,3.34,9.67,0.022,0.019,0.003,0.021,0.09,0.06,0.04,0.03,,,0.013,0.004,3.23,0.23,5.54,1.29,0.3,1.3,2.21,7.52,1.04
GSWS01,2019,43438.65625,6419,,7.5,,22.23,1.33,8.85,0.021,0.021,0,0.022,0.06,0.06,0.05,0,,,0.01,0.002,2.82,0.2,5.01,1.16,0.28,1.12,2.04,8.54,1.05
GSWS01,2019,43461.57639,6430,,7.4,,19.24,4.26,8.45,0.028,0.022,0.006,0.023,0.07,0.06,0.05,0.01,,,0.008,0.004,2.38,0.18,4.26,0.97,0.19,0.92,2.08,10.71,1.06
GSWS01,2019,43481.59375,6441,,7.4,,19.86,0.57,9.46,0.024,0.023,0.001,0.024,0.04,0.04,0.03,0,,,0.011,0.001,2.44,0.16,4.21,0.96,0.17,0.83,1.24,8.06,1.08
GSWS01,2019,43501.75694,6452,,7.4,,20.29,4.43,9.46,0.028,0.025,0.003,0.025,0.05,0.05,0.04,0,,,0.009,0.003,2.32,0.17,4.37,0.97,0.15,0.79,1.28,9.7,1.09
GSWS01,2019,43524.69792,6463,,7.4,,18.85,1.79,9.2,0.028,0.025,0.003,0.025,0.04,0.04,0.03,0,,,0.006,0.004,2.27,0.14,4.15,0.92,0.16,0.73,1.19,10.11,1.06
GSWS01,2019,43543.59722,6474,,7.4,,17.82,1.61,8.94,0.026,0.025,0.001,0.027,0.04,0.04,0.03,0,,,0.008,0,2.22,0.14,4.01,0.87,0.16,0.7,1.13,8.48,1.04
GSWS01,2019,43564.69792,6485,,7.4,,18.9,3.91,9.32,0.032,0.028,0.004,0.028,0.04,0.04,0.03,0,,,0.008,0.001,2.39,0.17,4.11,0.9,0.12,0.65,1.29,8.88,1.05
GSWS01,2019,43586.48611,6496,,7.4,,20.25,6.43,8.95,0.03,0.027,0.003,0.028,0.04,0.05,0.04,0,,,0.009,0,2.4,0.18,4.25,0.97,0.13,0.63,1.08,11,1.08
GSWS01,2019,43606.625,6507,,7.4,,22.79,4.25,9.76,0.027,0.023,0.004,0.025,0.04,0.04,0.03,0,,,0.015,0,2.85,0.21,4.95,1.15,0.19,0.7,1,7.93,1.04
GSWS02,1981,29739.53264,0,97.83,,,,,,,,,,,,,,,,,,,,,,,,,,
GSWS02,1981,29760.40833,3540,6.78,7.4,37,17.37,4.46,,,0.049,,0.008,,,,,,0.05,,,2.73,0.37,3.69,0.92,,,,,
GSWS02,1981,29781.3875,3554,2.19,7.3,,19.96,1.67,,,0.061,,0.032,,,,,,0.04,,,3.02,0.46,4.12,1,,,,,
GSWS02,1981,29802.50833,3567,1.04,7.5,,22.29,0.74,,,0.1,,0.04,,,,,,0.04,,,3.24,0.55,4.39,1.09,,,,,
GSWS02,1981,29853.625,3588,0.84,7.4,50.2,23.08,0.53,,,0.087,,0.033,,0.04,0.03,,,0.04,0.013,0.002,3.58,0.54,4.96,1.12,,,,,
GSWS02,1982,29874.37083,3601,2.77,7.3,41.9,19.37,2.43,,,0.047,,0.035,,,,,,0.06,,,2.98,0.44,4.27,0.96,,,,,
GSWS02,1982,29893.5625,3614,1.65,7.4,44.6,20.29,1.28,,,0.049,,0.034,,,,,,0.05,,,3.01,0.44,4.2,0.96,,,,,
GSWS02,1982,30075.6375,3688,1.49,,,,0.19,,,0.06,,,,0.04,0.04,,,0.04,0.002,0.002,2.18,0.38,2.72,0.72,,,,,
GSWS02,1982,30096.56667,3695,0.55,,,,0.29,,,0.053,,,,0.03,0.02,,,0.03,0.006,0.002,2.51,0.44,3.2,0.83,,,,,
GSWS02,1982,30103.55,3698,0.44,,,,13.39,,,0.052,,,,0.03,0.03,,,0.03,0.004,0.002,2.59,0.43,3.23,0.84,,,,,
GSWS02,1982,30110.8,3701,0.4,,,,0.46,,,0.062,,,,0.03,0.03,,,0.03,0.002,0,2.63,0.43,3.36,0.87,,,,,
GSWS02,1982,30117.475,3702,0.38,,,,6.74,,,0.056,,,,0.04,0.04,,,0.04,0.002,0.001,2.76,0.47,3.52,0.91,,,,,
GSWS02,1982,30124.5875,3707,0.29,,,,5.62,,,0.059,,,,0.04,0.04,,,0.04,0.002,0,2.97,0.53,3.71,0.94,,,,,
GSWS02,1982,30145.59167,3710,0.81,,,,5.11,,,0.057,,,,0.05,0.05,,,0.05,0.002,0,3.04,0.52,3.82,0.97,,,,,
GSWS02,1982,30159.69167,3713,0.33,,,,0.64,,,0.074,,,,0.04,0.04,,,0.04,0.002,0,3.24,0.56,4.13,1.03,,,,,
GSWS02,1983,30286.66667,3731,7.61,,,,1.22,,,0.051,,,,0.02,0.02,,,0.02,0.001,0.001,2.29,0.38,3.15,0.81,,,,,
GSWS02,1983,30306.65417,3734,29.26,,,,9.45,,,0.043,,,,0.03,0,,,0.03,0.041,0.003,2.05,1.28,2.96,0.77,,,,,
GSWS02,1983,30327.64583,3737,23.43,,,,1.03,,,0.041,,,,0.01,0.01,,,0.01,0.001,0.002,2.03,0.38,2.89,0.76,,,,,
GSWS02,1983,30348.46667,3740,7.62,,,,0.84,,,0.047,,,,0.02,0.02,,,0.02,0.003,0.001,2.19,0.37,3,0.8,,,,,
GSWS02,1983,30369.67083,3743,22.12,,,,1.68,,,0.058,,,,0.04,0.04,,,0.04,0.002,0.001,2.08,0.36,2.94,0.79,,,,,
GSWS02,1983,30390.67917,3746,14.53,,,,0.59,8.43,,0.044,,,,0.02,0.01,,,0.02,0.012,0,3.6,0.41,3.3,1.18,,,,,
GSWS02,1983,30412.64167,3749,16.59,,,,2.24,8.39,,0.037,,,,0.03,0.02,,,0.03,0.008,0.001,2.34,0.29,3.19,0.84,,,,,
GSWS02,1983,30432.64167,3752,5.1,,,,0.5,8.51,,0.05,,,,0.02,0.01,,,0.02,0.008,0,2.22,0.43,3.25,0.82,,,,,
GSWS02,1983,30453.5625,3755,3.61,7.4,38.7,17.58,0.94,8.29,,0.055,,,,0.08,0.05,,,0.06,0.01,0.019,2.4,0.44,3.35,0.74,,,,,
GSWS02,1983,30474.6375,3758,2.39,7.1,44.8,19.21,0.77,9.53,,0.052,,,,0.1,0.04,,,0.1,0.056,0.004,2.65,0.5,2.78,0.67,,,,,
GSWS02,1983,30495.6375,3761,1.4,,,,1.11,9.07,,0.062,,,,0.09,0.03,,,0.08,0.046,0.006,2.77,0.51,2.89,0.72,,,,,
GSWS02,1983,30516.50833,3764,1.84,,,,1.6,9.11,,0.054,,,,0.04,0.04,,,0.04,0,0.001,2.85,0.48,2.81,0.73,,,,,
GSWS02,1983,30537.54167,3767,1,,,,0.82,9.83,,0.049,,,,0.03,0.01,,,0.02,0.008,0.006,3.23,0.56,2.98,0.78,,,,,
GSWS02,1983,30558.7625,3770,0.66,,,,0.7,9.92,,0.053,,,,0.02,0.01,,,0.02,0.008,0,3.32,0.56,3.33,0.92,,,,,
GSWS02,1983,30581.35833,3773,0.45,,,,0.54,9.84,,0.053,,,,0.03,0.03,,,0.03,0.005,0.002,3.39,0.54,3.4,0.95,,,,,
GSWS02,1984,30600.60833,3776,0.34,,,,0.38,9.93,,0.054,,,,0.03,0.02,,,0.03,0.006,0,3.56,0.51,3.4,0.94,,,,,
GSWS02,1984,30621.37917,3779,0.47,,,,1.56,9.61,,0.053,,,,0.04,0.04,,,0.04,0.004,0,3.28,0.46,3.43,0.97,,,,,
GSWS02,1984,30642.59167,3782,7.23,,,,4.93,9.03,,0.045,,,,0.05,0.04,,,0.05,0.007,0.002,2.64,0.39,4.31,0.98,,,,,
GSWS02,1984,30664.4375,3785,25.09,,,,4.28,8.83,,0.036,,,,0.03,0.03,,,0.03,0.004,0.001,2.28,0.35,2.98,0.73,,,,,
GSWS02,1984,30684.5125,3788,18.02,,,,14.46,8.37,,0.046,,,,0.02,0.02,,,0.02,0,0.002,2.1,0.34,2.71,0.63,,,,,
GSWS02,1984,30705.49167,3791,10.6,,,,1.41,9.26,,0.04,,,,0.03,0.03,,,0.03,0.003,0.001,2.28,0.37,3.39,0.75,,,,,
GSWS02,1984,30725.49167,3794,14.14,,,,37.11,8.86,,0.033,,,,0.03,0.03,,,0.03,0.001,0.002,2.21,0.35,2.75,0.65,,,,,
GSWS02,1984,30748.73333,3797,20.84,,,,31.48,8.57,,0.043,,,,0.03,0.03,,,0.03,0.003,0.002,2.17,0.32,2.44,0.54,,,,,
GSWS02,1984,30768.625,3800,18.7,,,,4.18,9.04,,0.043,,,,0.02,0.02,,,0.02,0,0.001,2.16,0.37,2.84,0.67,,,,,
GSWS02,1984,30790.56667,3803,13.77,,,,0.22,9.5,,0.036,,,,0.03,0.02,,,0.02,0.003,0.005,2.33,0.28,2.68,0.69,,,,,
GSWS02,1984,30810.54583,3806,9.41,,,,0.56,8.96,,0.037,,,,0.05,0.02,,,0.05,0.026,0.004,2.25,0.24,2.74,0.67,,,,,
GSWS02,1984,30831.62917,3809,5.82,,,,1.08,9.5,,0.034,,,,0.03,0.03,,,0.03,0.002,0.004,2.25,0.44,2.97,0.72,,,,,
GSWS02,1984,30852.44583,3812,8.27,,,,1.02,9.25,,0.024,,,,0.03,0.03,,,0.03,0,0.003,2.36,0.33,2.8,0.71,,,,,
GSWS02,1984,30873.44583,3815,2.86,,,,0.41,9.24,,0.037,,,,0.01,0,,,0.01,0.011,0.004,2.6,0.45,2.91,0.84,,,,,
GSWS02,1984,30894.45417,3818,1.03,,,,1.4,9.6,,0.053,,,,0.01,0.01,,,0.01,0.001,0.001,2.8,0.49,3.14,0.86,,,,,
GSWS02,1984,30917.55,3821,0.68,,,,0.57,10.12,,0.044,,,,0.04,0.03,,,0.03,0,0.007,3.2,0.53,3.25,0.95,,,,,
GSWS02,1984,30935.34167,3824,0.44,,,,0.37,10,,0.055,,,,0.01,0.01,,,0.01,0.001,0.001,3.17,0.44,4.04,1.03,,,,,
GSWS02,1985,30958.44167,3827,0.49,,,,0.22,9.81,,0.048,,,,0.01,0.01,,,0.01,0.003,0.002,3.29,0.48,3.43,0.9,,,,,
GSWS02,1985,30978.5875,3830,1.59,,,,4.41,9.49,,0.053,,,,0.07,0.07,,,0.07,0.003,0.002,3.1,0.47,3.53,0.9,,,,,
GSWS02,1985,30999.65833,3833,20.66,,,,18.22,8.47,,0.037,,,,0.05,0.05,,,0.05,0.004,0.001,2.19,0.3,3.03,0.71,,,,,
GSWS02,1985,31020.65833,3836,18.61,,,,5.24,9.56,,0.05,,,,0.01,0,,,0.01,0.012,0.002,2.34,0.28,2.99,0.73,,,,,
GSWS02,1985,31042.47083,3839,12.43,,,,0.77,9.6,,0.044,,,,0.02,0.02,,,0.02,0.003,0,2.29,0.31,2.81,0.78,,,,,
GSWS02,1985,31061.49583,3842,8.6,,,,0.45,10.03,,0.047,,,,0.01,0.01,,,0.01,0.002,0.001,2.24,0.28,2.85,0.75,,,,,
GSWS02,1985,31085.41667,3845,4.67,,,,0.22,8.48,,0.047,,,,0.02,0.02,,,0.02,0.004,0.001,2.15,0.36,2.62,0.72,,,,,
GSWS02,1985,31104.6,3848,12.04,,,,0.51,8.97,,0.059,,,,0.02,0.02,,,0.02,0.003,0.001,2.07,0.37,2.81,0.74,,,,,
GSWS02,1985,31125.6875,3851,5.28,,,,0.54,9.16,,0.049,,,,0,0,,,0,0.007,0.001,2.26,0.26,2.71,0.7,,,,,
GSWS02,1985,31146.44583,3854,14.87,,,,3.22,10.1,,0.034,,,,0.03,0.03,,,0.03,0.003,0.002,2.25,0.24,2.72,0.7,,,,,
GSWS02,1985,31167.42083,3857,5.58,,,,0.76,9.65,,0.055,,,,0.01,0.01,,,0.01,0.003,0,2.17,0.37,2.81,0.72,,,,,
GSWS02,1985,31188.3875,3860,2.72,,,,0.89,9.18,,0.047,,,,0.07,0.03,,,0.07,0.045,0.002,2.25,0.36,2.81,0.79,,,,,
GSWS02,1985,31209.54583,3863,2.1,,,,0.92,9.91,,0.062,,,,0.02,0.01,,,0.02,0.006,0.001,2.69,0.38,3.04,0.85,,,,,
GSWS02,1985,31231.625,3866,1.29,,,,1.97,10.71,,0.049,,,,0.02,0.01,,,0.02,0.006,0,3,0.64,3.08,0.79,,,,,
GSWS02,1985,31258.55833,3869,0.92,,,,2.5,11.11,,0.069,,,,0.06,0.04,,,0.05,0.011,0.009,3.34,0.58,3.13,0.88,,,,,
GSWS02,1985,31279.62917,3872,0.64,,,,1.71,10.42,,0.047,,,,0.05,0.05,,,0.05,0.003,0,3.49,0.55,3.8,1.12,,,,,
GSWS02,1985,31300.55417,3875,0.67,,,,1.63,9.36,,0.048,,,,0.07,0.07,,,0.07,0,0.002,3.46,0.53,3.88,1.13,,,,,
GSWS02,1986,31322.44167,3878,0.65,,,,0.98,9.91,,0.028,,,,0.04,0.04,,,0.04,0.002,0.002,3.28,0.47,4.43,1.09,,,,,
GSWS02,1986,31342.5125,3881,0.4,,,,0.8,9.4,,0.036,,,,0.07,0.05,,,0.07,0.017,0.001,3.35,0.47,4.5,1.11,,,,,
GSWS02,1986,31349.625,3884,2.18,,,,20.18,8.57,,0.036,,,,0.06,0.05,,,0.06,0.01,0.002,2.56,0.41,3.88,0.89,,,,,
GSWS02,1986,31386.34167,3887,12.27,,,,0.77,10.26,,0.039,,,,0.03,0.03,,,0.03,0.004,0.004,2.41,0.36,3.55,0.77,,,,,
GSWS02,1986,31398.62083,3890,10.1,,,,5.57,8.65,,0.038,,,,0.02,0.02,,,0.02,0.002,0.001,2.21,0.36,3.38,0.76,,,,,
GSWS02,1986,31426.39583,3893,8.74,,,,0.64,9.1,,0.044,,,,0.01,0,,,0.01,0.006,0.001,2.38,0.34,3.59,0.82,,,,,
GSWS02,1986,31447.5,3896,14.12,,,,1.64,9.05,,0.045,,,,0.02,0.02,,,0.02,0,0.001,2.25,0.34,3.51,0.83,,,,,
GSWS02,1986,31468.60417,3899,41.21,,,,144.61,7.96,,0.05,,,,0,0,,,0,0.002,0.001,2.07,0.33,3.04,0.68,,,,,
GSWS02,1986,31489.4125,3902,11.76,,,,3.53,8.67,,0.043,,,,0.02,0.01,,,0.02,0.006,0.001,2.06,0.32,3.08,0.75,,,,,
GSWS02,1986,31510.39167,3905,4.85,,,,2.15,8.99,,0.04,,,,0.04,0.04,,,0.04,0.003,0.001,2.32,0.35,3.2,0.81,,,,,
GSWS02,1986,31531.35833,3908,4.18,,,,3.07,8.99,,0.036,,,,0.03,0.03,,,0.03,0.002,0.001,2.32,0.34,3.2,0.79,,,,,
GSWS02,1986,31551.41667,3911,6.29,,,,0.85,8.78,,0.032,,,,0.02,0.01,,,0.02,0.009,0.001,2.26,0.34,3.38,0.76,,,,,
GSWS02,1986,31573.38333,3914,2.82,,,,0.48,9.48,,0.035,,,,0.01,0.01,,,0.01,0.001,0.001,2.58,0.42,3.49,0.87,,,,,
GSWS02,1986,31594.39167,3917,1.14,,,,0.75,9.8,,0.047,,,,0.06,0.05,,,0.06,0.007,0.001,2.89,0.5,3.9,1,,,,,
GSWS02,1986,31615.39583,3920,0.85,,,,0.72,10.02,,0.043,,,,0.03,0.03,,,0.03,0.002,0.001,3.19,0.52,3.79,1.08,,,,,
GSWS02,1986,31636.35417,3923,0.38,,,,0.42,10.48,,0.042,,,,0.02,0.02,,,0.02,0.001,0,3.47,0.55,3.99,1.1,,,,,
GSWS02,1986,31657.3625,3926,0.22,,,,0.17,8.91,,0.043,,,,0.04,0.04,,,0.04,0.005,0.001,3.75,0.55,4.41,1.17,,,,,
GSWS02,1986,31678.425,3929,0.4,,,,0.85,9.62,,0.044,,,,0.05,0.05,,,0.05,0.002,0.001,3.52,0.52,4.32,1.12,,,,,
GSWS02,1987,31699.42917,3932,3.05,,,,1.69,8.55,,0.046,,,,0.02,0.02,,,0.02,0.004,0.002,2.77,0.41,3.98,0.93,,,,,
GSWS02,1987,31719.64583,3935,1.34,,,,0.81,9.1,,0.058,,,,0.05,0.04,,,0.05,0.006,0,3.06,0.46,4.23,1.01,,,,,
GSWS02,1987,31740.65833,3938,12.83,,,,1.99,8.99,,0.057,,,,0.03,0.03,,,0.03,0.003,0.002,2.4,0.4,3.4,0.86,,,,,
GSWS02,1987,31762.4375,3941,15.92,,,,5.94,8.27,,0.044,,,,0.02,0.02,,,0.02,0,0,2.28,0.37,3.3,0.83,,,,,
GSWS02,1987,31783.575,3944,8.74,,,,18.49,8.59,,0.04,,,,0.04,0.04,,,0.04,0.005,0.002,2.48,0.35,3.47,0.87,,,,,
GSWS02,1987,31804.41667,3947,8.36,,,,1.3,8.82,,0.043,,,,0.02,0.01,,,0.02,0.007,0.003,2.35,0.31,3.35,0.84,,,,,
GSWS02,1987,31825.4375,3950,17.31,,,,2.75,8.5,,0.052,,,,0.03,0.02,,,0.03,0.007,0.001,2.48,0.36,3.09,0.8,,,,,
GSWS02,1987,31846.40417,3953,6.31,,,,0.4,9.12,,0.051,,,,,,,,,0.002,0.001,2.65,0.36,3.27,0.84,,,,,
GSWS02,1987,31867.4375,3956,9.04,,,,0.66,,,0.043,,,,0.02,0.02,,,0.02,0.005,0.001,2.31,0.37,3.18,0.8,,,,,
GSWS02,1987,31888.40417,3959,3.18,,,,0.66,9.05,,0.047,,,,0.02,0.02,,,0.02,0.005,0.001,2.74,0.39,4.33,0.91,,,,,
GSWS02,1987,31909.4,3962,1.73,,,,1.1,9.61,,0.034,,,,0.02,0.02,,,0.02,0,0,2.8,0.43,4.09,0.95,,,,,
GSWS02,1987,31930.3375,3965,1.14,,,,0.69,9.55,,0.039,,,,0.03,0.03,,,0.03,0.005,0.002,2.94,0.43,4.26,0.99,,,,,
GSWS02,1987,31951.425,3968,0.68,,,,0.78,9.68,,0.04,,,,0.03,0.03,,,0.03,0.005,0.001,3.1,0.48,4.61,1.02,,,,,
GSWS02,1987,31972.41667,3971,0.4,,,,0.49,10.06,,0.041,,,,0.02,0.02,,,0.02,0.004,0.001,3.44,0.54,5,1.1,,,,,
GSWS02,1987,31993.4375,3974,0.56,,,,0.87,9.72,,0.045,,,,0.03,0.02,,,0.03,0.006,0.001,3.78,0.54,5.02,1.14,,,,,
GSWS02,1987,32014.4375,3977,0.19,,,,0.51,10.32,,0.051,,,,0.03,0.03,,,0.03,0.002,0,4.11,0.58,5.36,1.2,,,,,
GSWS02,1987,32035.55833,3980,0.09,,,,1.42,9.73,,0.051,,,,0.05,0.05,,,0.05,0.003,0.001,4.05,0.6,5.63,1.19,,,,,
GSWS02,1988,32076.5625,3986,0.1,,,,0.49,10.27,,0.048,,,,0.04,0.03,,,0.04,0.007,0.002,4.08,0.57,5.93,1.23,,,,,
GSWS02,1988,32098.42083,3989,0.42,,,,0.78,9.73,,0.053,,,,0.06,0.04,,,0.05,0.007,0.014,3.72,0.45,5.24,1.17,,,,,
GSWS02,1988,32119.50417,3992,2.37,,,,3.46,8.46,,0.046,,,,0.06,0.05,,,0.06,0.008,0.001,2.85,0.34,4.01,0.95,,,,,
GSWS02,1988,32140.65,3995,8.76,,,,27.85,7.7,,0.04,,,,0.05,0.04,,,0.05,0.01,0.002,2.17,0.3,3.01,0.69,,,,,
GSWS02,1988,32161.47917,3998,20.14,,,,6.57,8.17,,0.035,,,,0.03,0.02,,,0.03,0.01,0.002,2.12,0.34,2.95,0.67,,,,,
GSWS02,1988,32181.4375,4001,7.29,,,,0.8,8.9,,0.046,,,,0.02,0.01,,,0.02,0.007,0.001,2.26,0.33,2.97,0.78,,,,,
GSWS02,1988,32203.41667,4004,7.78,,,,0.66,8.74,,0.044,,,,0.02,0,,,0.02,0.031,0.002,2.39,0.35,3.13,0.81,,,,,
GSWS02,1988,32224.4,4007,5.67,,,,0,8.98,,0.041,,,,0.03,0.02,,,0.03,0.01,0.001,2.38,0.26,3.37,0.79,,,,,
GSWS02,1988,32245.47917,4010,13.22,,,,1.63,8.83,,0.039,,,,0.02,0.01,,,0.02,0.008,0.001,2.23,0.25,3.24,0.77,,,,,
